Unnamed: 0,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Difference,Instructor Last Name
80,ACCY,201,1,6,13,20,12,12,4,2,4,0,2,0,0,0,"Moradi, Maseeh",3.06,B+,0.68,-0.44,Moradi
81,ACCY,201,3,20,30,33,20,16,17,7,7,0,9,0,4,1,"Hennessy, James E",2.95,B+,0.8,-0.34,Hennessy
82,ACCY,201,444,633,418,381,441,312,252,274,181,118,106,88,115,36,"Fisher, Mitchell B",2.93,B,0.94,0.0,Fisher
83,ACCY,201,11,12,16,14,12,4,3,2,1,0,0,0,0,0,"Siemienas, Lauren M",3.42,A-,0.56,-0.14,Siemienas
84,ACCY,201,12,9,7,8,6,8,3,2,1,0,2,0,1,0,"Cantieri, Kristen E",3.23,B+,0.77,-0.51,Cantieri
85,ACCY,201,25,26,30,20,11,12,8,0,2,0,4,0,0,0,"Davidson, Laura M",3.42,A-,0.7,-0.34,Davidson
86,ACCY,201,28,36,30,10,4,12,6,0,2,0,2,0,2,0,"Gilpin, Daniel J",3.51,A-,0.64,-0.37,Gilpin
87,ACCY,201,16,18,28,16,15,17,4,17,5,0,9,0,6,1,"Sylvestri, Ross J",2.93,B+,0.88,-0.85,Sylvestri
88,ACCY,201,17,31,22,15,18,19,7,6,8,0,2,0,11,4,"Nagle, Amy E",3.02,B+,0.77,-0.81,Nagle
89,ACCY,201,12,34,18,16,14,20,8,6,4,0,2,0,14,1,"Schwarzhaupt, Michael C",2.96,B+,0.76,-0.49,Schwarzhaupt
90,ACCY,201,8,14,17,4,9,9,5,1,4,0,5,0,4,0,"Valentine, Courtney M",3.0,B+,0.88,-0.63,Valentine
91,ACCY,201,24,48,35,19,10,11,9,1,2,0,1,0,1,0,"Peckler, Rachel L",3.52,A-,0.59,0.11,Peckler
92,ACCY,201,10,11,20,9,6,9,7,1,2,0,4,0,4,2,"Waddock, Madeleine K",3.07,B+,0.8,-0.58,Waddock
93,ACCY,201,5,8,7,9,5,7,2,7,2,0,0,0,1,4,"Rallo, Tyler M",3.08,B+,0.73,-0.35,Rallo
94,ACCY,201,5,11,7,4,6,12,7,5,2,0,0,0,4,0,"Dieckman, Carissa M",2.9,B,0.74,-0.72,Dieckman
95,ACCY,201,21,25,23,11,19,15,7,11,10,0,13,0,8,1,"Gebhardt, Abbey L",2.88,B,0.95,-0.82,Gebhardt
96,ACCY,201,0,10,20,15,19,12,6,1,1,0,6,0,4,0,"Sester, Mallory L",2.94,B,0.75,-0.96,Sester
97,ACCY,201,10,14,8,6,2,7,5,3,2,0,1,0,1,1,"Harris, Matthew C",3.25,A-,0.79,-0.07,Harris
98,ACCY,201,14,39,22,18,17,8,6,4,4,0,0,0,14,2,"Ditman, Stephen M",3.11,A-,0.68,-0.41,Ditman
99,ACCY,201,2,7,15,21,8,13,7,2,1,0,2,0,1,1,"Pelella, Andrea E",3.08,B+,0.65,-0.36,Pelella
100,ACCY,201,2,10,23,23,21,4,6,1,0,0,3,0,2,0,"Cantrell, Andrea M",3.18,B+,0.61,-0.01,Cantrell
101,ACCY,201,1,8,11,19,4,10,10,4,2,0,7,0,0,0,"Lin, Jonathan T",2.89,B+,0.86,-0.03,Lin
102,ACCY,201,9,4,11,4,6,6,7,5,4,0,6,0,5,0,"Chen, Monica S",2.67,B,0.95,-0.63,Chen
103,ACCY,201,7,20,20,24,28,31,10,8,7,0,7,0,5,2,"Braverman, Ian H",2.91,B,0.76,-0.56,Braverman
104,ACCY,201,13,24,31,15,15,15,10,3,9,0,2,0,11,3,"Pollard, Robert C",2.99,B+,0.76,-0.51,Pollard
105,ACCY,201,44,28,30,16,8,12,6,4,2,0,2,0,4,0,"Hsu, Rita S",3.43,A-,0.66,0.25,Hsu
106,ACCY,201,9,29,31,30,22,19,13,4,7,0,2,0,1,1,"Huang, John",3.2,B+,0.69,-0.09,Huang
107,ACCY,201,5,10,14,10,9,7,14,5,3,0,1,0,0,0,"Jang, Paul H",3.06,B+,0.75,-0.53,Jang
108,ACCY,201,6,11,9,1,5,1,5,4,7,0,8,0,3,2,"McDermott, John P",2.69,B,1.09,-0.47,McDermott
109,ACCY,201,9,18,13,5,6,7,5,3,3,0,0,0,1,2,"Tong, Shuqing",3.31,A-,0.72,0.08,Tong
110,ACCY,201,5,14,18,8,14,5,7,7,1,0,2,0,1,1,"Silver, Paige R",3.15,B+,0.75,0.05,Silver
111,ACCY,201,2,6,9,3,3,2,4,4,1,0,7,0,3,0,"Ellison, Jennifer L",2.62,B,1.05,-1.28,Ellison
112,ACCY,201,1,11,19,25,26,6,4,1,0,0,0,0,0,0,"Ledebuhr, Jeffrey R",3.29,B+,0.45,-0.01,Ledebuhr
113,ACCY,201,46,20,34,14,14,8,8,4,2,0,0,0,0,0,"Lim, Young K",3.52,A-,0.6,0.23,Lim
114,ACCY,201,4,10,11,8,8,6,6,4,2,0,2,0,2,0,"Mammen, Gilbert G",3.02,B+,0.78,-0.55,Mammen
115,ACCY,201,40,36,30,12,8,16,4,4,4,0,2,0,2,0,"Flicher, Jordan A",3.46,A-,0.68,0.33,Flicher
116,ACCY,201,9,11,14,7,6,3,1,1,1,0,3,0,2,0,"Mora, Bradley J",3.27,A-,0.78,0.11,Mora
117,ACCY,201,2,9,16,12,16,16,5,2,2,0,1,0,1,0,"Forsberg, Brian J",3.09,B,0.62,-0.45,Forsberg
118,ACCY,201,5,9,10,6,7,6,6,2,4,0,3,0,5,0,"Arends, Alyssa M",2.82,B,0.86,-0.42,Arends
119,ACCY,201,11,24,23,12,15,13,9,9,7,0,13,0,13,4,"Pietura, Magdalena",2.74,B,0.95,-0.54,Pietura
120,ACCY,201,7,13,9,9,7,5,3,4,1,0,7,0,1,0,"Zhang, Fangye",3.05,B+,0.96,-0.38,Zhang
121,ACCY,201,6,23,21,16,18,4,6,2,2,0,1,0,0,0,"Daugherty, Mark P",3.37,A-,0.63,-0.06,Daugherty
122,ACCY,201,24,47,26,24,12,11,8,3,2,0,4,0,1,0,"Lowry, Carolyn M",3.44,A-,0.7,0.15,Lowry
123,ACCY,201,13,30,29,22,13,13,16,3,1,0,4,0,13,2,"Michelson, Mark J",3.02,B+,0.74,-0.4,Michelson
124,ACCY,201,21,27,27,20,20,13,12,7,4,0,15,0,4,4,"Jones, Brock A",3.04,B+,0.91,-0.75,Jones
125,ACCY,202,6,30,6,33,30,11,12,8,4,0,3,0,1,3,"Ducker, Merik R",3.12,B+,0.71,-0.68,Ducker
126,ACCY,202,5,29,5,23,14,6,1,10,0,0,1,0,0,0,"Haupt, Elizabeth W",3.32,B+,0.68,-0.21,Haupt
127,ACCY,202,7,23,1,19,15,7,0,2,2,0,2,0,0,0,"Pelella, Andrea E",3.33,B+,0.7,-0.56,Pelella
128,ACCY,202,1,21,1,21,23,3,5,3,1,0,1,0,0,1,"Hamilton, Lori C",3.24,B+,0.63,-0.44,Hamilton
129,ACCY,202,6,19,2,20,18,6,1,2,2,0,1,0,1,0,"Arvin, Kyle C",3.26,B+,0.64,-0.18,Arvin
130,ACCY,202,7,56,19,31,18,8,12,11,2,0,2,0,1,0,"Mulvihill, Brian J",3.33,B+,0.71,-0.25,Mulvihill
131,ACCY,202,7,19,4,15,11,4,8,1,2,0,0,0,0,0,"Lin, Jonathan T",3.33,B+,0.65,-0.29,Lin
132,ACCY,202,15,9,0,26,9,9,2,4,0,0,1,0,2,0,"Foley, Paul R",3.21,B+,0.63,0.1,Foley
133,ACCY,202,6,27,20,38,29,12,8,3,1,0,2,0,2,1,"Lie, Jeane Natalia",3.24,B+,0.59,0.28,Lie
134,ACCY,202,4,17,1,21,18,5,3,2,3,0,0,0,0,0,"Ledvora, Joseph A",3.26,B+,0.62,0.22,Ledvora
135,ACCY,202,0,48,12,62,28,6,8,10,6,0,0,0,0,0,"Martin, Charles J",3.28,B+,0.63,0.12,Martin
136,ACCY,202,5,12,3,11,10,3,4,2,3,0,4,0,1,1,"Christiansen, Ryan S",3.03,B+,0.88,-0.73,Christiansen
137,ACCY,202,9,15,2,6,24,6,3,1,1,0,0,0,0,0,"Li, Xiongjie",3.31,B,0.6,-0.37,Li
138,ACCY,202,5,23,1,15,16,4,6,2,4,0,0,0,0,0,"Smigielski, Michael A",3.28,B+,0.69,-0.46,Smigielski
139,ACCY,202,0,34,4,18,14,1,2,1,1,0,0,0,0,0,"Patzik, Benjamin M",3.51,A-,0.54,-0.07,Patzik
140,ACCY,202,3,15,2,12,22,5,4,13,2,0,0,0,0,0,"Foley, John M",3.04,B,0.71,-0.64,Foley
141,ACCY,202,0,13,0,18,13,6,2,1,2,0,1,0,2,0,"Shanahan, Michael J",3.07,B+,0.64,-0.59,Shanahan
142,ACCY,202,6,13,2,13,10,8,6,2,3,0,2,0,0,1,"Valentine, Courtney M",3.12,B+,0.78,-0.51,Valentine
143,ACCY,202,3,17,4,9,13,6,4,4,0,0,0,0,0,0,"Kwon, Jieun",3.28,B+,0.64,-0.01,Kwon
144,ACCY,202,3,10,4,21,11,4,4,3,2,0,0,0,0,0,"Chen, Monica S",3.21,B+,0.61,-0.4,Chen
145,ACCY,202,2,14,1,6,4,0,2,3,1,0,0,0,0,0,"Siebert, Julia E",3.39,A-,0.73,-0.36,Siebert
146,ACCY,202,5,47,10,28,36,7,6,8,2,0,1,0,0,0,"Bradley, Kellie R",3.33,B+,0.65,-0.34,Bradley
147,ACCY,202,4,12,1,10,16,3,2,1,0,0,1,0,0,1,"Bobbitt, Lindsay L",3.29,B+,0.62,0.44,Bobbitt
148,ACCY,202,5,43,8,35,44,10,9,7,2,0,1,0,0,1,"Michael, David W",3.27,B+,0.62,-0.07,Michael
149,ACCY,202,3,19,3,30,18,4,2,5,1,0,0,0,0,0,"Miller, Michael J",3.29,B+,0.57,-0.12,Miller
150,ACCY,202,2,22,5,18,9,5,0,4,2,0,1,0,1,1,"McNamara, Sean M",3.29,B+,0.69,0.0,McNamara
151,ACCY,202,5,17,3,18,3,8,2,5,1,0,1,0,0,0,"Koziel, Mark C",3.28,B+,0.72,-0.04,Koziel
152,ACCY,202,8,13,5,8,18,1,4,2,2,0,1,0,0,0,"McDermott, John P",3.28,B+,0.7,0.11,McDermott
153,ACCY,202,12,25,14,33,24,6,16,14,4,0,1,0,1,3,"Shen, Haoqing",3.13,B+,0.71,-0.15,Shen
154,ACCY,202,5,35,15,30,29,6,8,9,10,0,5,0,1,1,"Le, Nga H",3.11,B+,0.8,0.17,Le
155,ACCY,202,8,15,2,18,9,3,2,1,2,0,0,0,1,2,"Tong, Shuqing",3.35,B+,0.6,0.17,Tong
156,ACCY,202,7,17,3,23,20,2,3,1,2,0,2,0,0,0,"Jang, Paul H",3.29,B+,0.66,0.04,Jang
157,ACCY,202,8,11,2,22,9,9,3,1,2,0,2,0,1,1,"Waddock, Madeleine K",3.17,B+,0.7,-0.46,Waddock
158,ACCY,202,4,60,8,50,28,14,10,8,4,0,2,0,0,0,"Jackson, Luke R",3.3,B+,0.67,0.22,Jackson
159,ACCY,202,4,18,3,12,10,4,5,1,0,0,0,0,0,1,"Rallo, Tyler M",3.39,B+,0.59,-0.49,Rallo
160,ACCY,202,3,14,3,18,25,2,2,7,1,0,0,0,0,0,"Sothikhoun, Alain R",3.19,B+,0.6,-0.24,Sothikhoun
161,ACCY,202,8,8,4,13,13,4,4,6,2,0,1,0,0,0,"Silver, Paige R",3.13,B+,0.73,-0.63,Silver
162,ACCY,202,16,23,8,37,24,11,4,5,1,0,3,0,0,1,"Balkan, Alexander C",3.29,B+,0.66,-0.33,Balkan
163,ACCY,202,0,22,2,14,17,2,4,6,1,0,0,0,1,0,"Reed, Paul M",3.21,B+,0.66,-0.76,Reed
164,ACCY,202,15,22,8,41,25,8,17,9,6,0,1,0,0,1,"Schraiber, Rebecca L",3.15,B+,0.7,-0.39,Schraiber
165,ACCY,202,2,19,1,16,16,2,5,7,0,0,0,0,0,0,"Diamond, Joseph W",3.23,B+,0.65,-0.38,Diamond
166,ACCY,202,10,27,7,29,35,15,9,8,5,0,1,0,0,1,"Wu, Tony Y",3.16,B+,0.67,-0.68,Wu
167,ACCY,202,6,58,12,42,22,6,10,10,1,0,2,0,0,0,"Miller, Bethany C",3.37,B+,0.67,-0.03,Miller
168,ACCY,202,4,14,2,18,8,5,4,6,0,0,3,0,0,0,"Storto, Joseph M",3.14,B+,0.79,-0.54,Storto
169,ACCY,202,2,27,3,11,19,3,6,5,0,0,1,0,0,0,"Crinion, Maureen P",3.29,B+,0.69,-0.2,Crinion
170,ACCY,202,3,7,6,11,15,10,4,3,5,0,1,0,0,0,"Coady, Jennifer J",3.0,B,0.71,-0.52,Coady
171,ACCY,202,2,16,1,17,17,4,4,5,2,0,1,0,0,0,"Mokry, Jennifer A",3.15,B+,0.7,-0.61,Mokry
172,ACCY,202,8,8,3,11,6,10,4,3,2,0,1,0,1,0,"Wojnarowski, Michelle L",3.09,B+,0.74,-0.66,Wojnarowski
173,ACCY,202,15,35,4,30,24,7,3,11,4,0,2,0,3,1,"Stieren, Brandon K",3.21,B+,0.73,-0.57,Stieren
174,ACCY,202,2,5,4,17,15,5,4,0,1,0,3,0,1,0,"Harris, Matthew C",3.01,B,0.68,-0.65,Harris
175,ACCY,202,21,39,7,22,19,8,2,6,2,0,0,0,6,2,"Grembowski, Tessa V",3.31,A-,0.63,-0.24,Grembowski
176,ACCY,202,1,17,1,9,12,4,3,5,1,0,2,0,0,1,"Fertl, Christina A",3.15,B+,0.8,-0.58,Fertl
177,ACCY,202,6,26,2,16,18,6,1,0,1,0,0,0,1,0,"Dettloff, Kevin R",3.41,B+,0.53,-0.42,Dettloff
178,ACCY,202,4,14,1,19,7,2,3,1,0,0,1,0,2,1,"Shannon, Ryan P",3.25,B+,0.62,-0.51,Shannon
179,ACCY,202,5,19,5,15,10,3,3,5,1,0,0,0,0,0,"Mora, Bradley J",3.35,B+,0.66,-0.21,Mora
180,ACCY,202,8,9,1,7,15,5,7,2,1,0,2,0,0,2,"Ye, Yina",3.11,B,0.76,-0.73,Ye
181,ACCY,202,11,14,2,29,8,10,0,2,2,0,0,0,2,0,"Forsberg, Brian J",3.27,B+,0.57,-0.51,Forsberg
182,ACCY,202,5,6,5,8,16,2,6,7,2,0,0,0,0,0,"Arends, Alyssa M",3.05,B,0.69,-0.63,Arends
183,ACCY,202,17,52,10,26,26,10,8,11,2,0,1,0,0,1,"Wirt, Justin R",3.37,B+,0.69,-0.6,Wirt
184,ACCY,202,1,27,2,30,11,2,4,9,0,0,0,0,1,0,"Tanner, Katherine E",3.27,B+,0.63,-0.13,Tanner
185,ACCY,202,2,22,1,12,9,0,1,3,0,0,0,0,0,0,"LaRoe, Rebecca F",3.5,A-,0.58,0.11,LaRoe
186,ACCY,202,338,561,169,422,588,168,148,137,108,0,32,0,15,3,"Shapland, Julia P",3.23,B+,0.72,-0.4,Shapland
187,ACCY,202,4,9,1,5,6,2,3,2,2,0,0,0,0,0,"O'Neill, Peyton D",3.23,B+,0.75,-0.46,O'Neill
188,ACCY,202,11,38,14,41,20,9,7,7,2,0,1,0,1,0,"Ladd, Dylan T",3.33,B+,0.63,-0.56,Ladd
189,ACCY,202,12,20,12,35,28,7,12,10,6,0,4,0,0,2,"Agapito, Christina N",3.1,B+,0.75,-0.71,Agapito
190,ACCY,202,5,30,17,36,22,10,10,6,4,0,2,0,0,1,"Ye, Xinxin",3.23,B+,0.68,-0.49,Ye
191,ACCY,202,7,27,1,13,10,4,0,1,1,0,0,0,1,0,"McConnell, Kelly R",3.5,A,0.55,-0.25,McConnell
192,ACCY,202,4,25,2,18,16,9,4,0,0,0,0,0,0,0,"Moradi, Maseeh",3.39,B+,0.54,-0.14,Moradi
193,ACCY,202,16,33,11,20,25,8,3,6,6,0,3,0,3,2,"Jin, Yiyun",3.22,B+,0.76,-0.42,Jin
194,ACCY,202,7,14,2,9,16,5,5,5,1,0,0,0,0,0,"Boals, Jennifer L",3.22,B+,0.68,-0.64,Boals
195,ACCY,202,7,8,2,14,11,4,6,1,3,0,0,0,1,0,"Cantieri, Kristen E",3.13,B+,0.66,-0.57,Cantieri
196,ACCY,202,2,7,2,8,12,0,2,2,0,0,0,0,0,0,"McNamee, Daniel B",3.28,B+,0.56,-0.39,McNamee
197,ACCY,301,62,105,86,73,58,46,31,17,7,4,2,0,4,1,"Anderson, Spencer B",3.33,A-,0.66,-0.61,Anderson
198,ACCY,301,1,6,9,4,2,1,0,0,0,0,0,0,0,0,"White, Brian J",3.61,A-,0.36,-0.06,White
199,ACCY,301,1,3,23,22,31,17,2,5,1,0,0,0,0,0,"Brown, Clifton E",3.13,B,0.48,-0.63,Brown
200,ACCY,301,64,124,79,69,80,45,24,14,9,6,5,5,7,2,"Davis, Gregory L",3.29,A-,0.73,-0.28,Davis
201,ACCY,301,4,37,42,46,20,24,0,7,0,2,1,0,0,0,"Gong, Jianxin",3.35,B+,0.58,-0.2,Gong
202,ACCY,301,18,29,16,16,10,5,10,5,3,0,1,0,0,0,"Johnson, Jennifer A",3.39,A-,0.72,-0.15,Johnson
203,ACCY,301,19,24,30,22,20,13,9,4,1,2,1,0,2,0,"Mendoza, Kimberly",3.3,B+,0.66,-0.54,Mendoza
204,ACCY,301,10,1,2,6,4,1,1,0,0,0,1,0,1,1,"Alt, Amanda J",3.31,B+,0.68,-0.21,Alt
205,ACCY,301,5,22,12,9,9,6,5,1,2,3,0,0,0,1,"Pachera, Susan",3.32,A-,0.75,-0.09,Pachera
206,ACCY,301,5,67,89,107,71,33,13,7,1,0,0,0,0,3,"Finnegan, Thomas",3.35,B+,0.49,-0.23,Finnegan
207,ACCY,301,36,87,126,89,48,30,16,6,2,1,0,4,0,0,"Rennekamp, Kristina M",3.44,A-,0.57,-0.04,Rennekamp
208,ACCY,301,9,42,64,69,50,46,19,6,3,2,0,0,6,0,"Sougiannis, Theodore",3.18,B+,0.56,-0.23,Sougiannis
209,ACCY,301,2,10,16,4,14,8,0,0,0,0,0,0,0,0,"Yoon, Ha Young",3.4,A-,0.47,-0.16,Yoon
210,ACCY,301,18,40,24,28,30,4,8,0,2,0,0,0,0,0,"Chen, Po-Chang",3.48,A-,0.53,-0.09,Chen
211,ACCY,301,17,129,132,79,151,24,15,22,8,8,3,0,2,2,"Jackson, Kevin",3.31,B+,0.63,-0.46,Jackson
212,ACCY,301,19,105,116,99,90,48,14,17,7,1,1,0,1,2,"Wang, Zhiguang",3.34,B+,0.58,0.09,Wang
213,ACCY,301,17,58,137,114,74,35,14,10,5,0,1,0,4,0,"Zhou, Hailan",3.33,B+,0.51,-0.35,Zhou
214,ACCY,301,3,16,20,21,14,8,3,8,0,1,0,0,1,0,"Jang, Hansol",3.23,B+,0.62,-0.25,Jang
215,ACCY,301,21,64,37,37,46,15,13,11,5,1,2,1,1,1,"Winn, Amanda M",3.31,B+,0.69,-0.53,Winn
216,ACCY,301,8,28,47,42,33,23,6,2,1,0,1,0,2,0,"Asante Appiah, Bright",3.3,B+,0.52,-0.46,Asante Appiah
217,ACCY,301,8,11,18,20,18,12,0,0,0,0,0,0,0,1,"He, Shuoyuan",3.39,B+,0.45,0.09,He
218,ACCY,301,4,17,16,25,1,4,2,4,2,0,2,1,0,0,"Li, Wei",3.31,B+,0.76,-0.5,Li
219,ACCY,301,7,24,27,16,33,12,6,1,0,1,1,0,0,0,"Mendoza, Scott A",3.33,B+,0.58,-0.58,Mendoza
220,ACCY,302,1,6,8,6,5,3,2,1,0,0,0,0,0,0,"Zhang, Li",3.34,B+,0.55,-0.44,Zhang
221,ACCY,302,45,147,125,170,209,121,24,3,5,0,0,0,1,1,"Chen, Xiaoling",3.31,B+,0.51,-0.26,Chen
222,ACCY,302,3,40,12,39,35,10,6,7,0,0,0,1,0,0,"Drnevich, Dawn J",3.31,B+,0.6,-0.28,Drnevich
223,ACCY,302,42,31,80,70,41,31,13,2,7,0,1,1,1,1,"Wu, Martin G",3.35,B+,0.58,-0.48,Wu
224,ACCY,302,2,6,10,9,5,4,0,0,1,0,0,0,0,0,"Krische, Susan D",3.41,B+,0.51,-0.43,Krische
225,ACCY,302,0,9,25,20,12,6,3,0,0,0,0,0,0,0,"Davis, Gregory L",3.38,B+,0.43,-0.5,Davis
226,ACCY,302,5,97,172,168,108,51,37,11,8,3,1,1,2,1,"Fanning, Kirsten B",3.29,B+,0.55,-0.62,Fanning
227,ACCY,302,1,5,5,10,7,1,2,0,0,0,0,0,0,1,"Garza, Brent A",3.35,B+,0.46,-0.57,Garza
228,ACCY,302,27,47,40,18,14,8,7,1,1,1,0,1,2,0,"Sani, Jalal",3.52,A-,0.58,0.08,Sani
229,ACCY,302,0,31,14,12,14,1,2,1,1,0,0,0,0,0,"Herbold, T J",3.53,A-,0.53,0.0,Herbold
230,ACCY,302,7,23,21,30,39,21,6,0,0,0,0,0,0,0,"Turner, Cynthia W",3.29,B+,0.49,-0.12,Turner
231,ACCY,302,8,82,117,100,107,53,12,11,7,2,1,1,1,3,"Autrey, Romana L",3.29,B+,0.56,-0.24,Autrey
232,ACCY,302,3,43,29,45,39,8,12,2,0,2,0,0,1,0,"Farrell, Anne M",3.33,B+,0.55,0.64,Farrell
233,ACCY,302,1,16,21,18,27,10,3,2,0,0,1,0,0,0,"Black, William H",3.28,B+,0.54,-0.31,Black
234,ACCY,302,1,86,147,137,110,41,19,6,4,3,2,1,0,1,"Finnegan, Thomas",3.33,B+,0.53,0.0,Finnegan
235,ACCY,302,26,32,36,22,14,10,10,4,0,0,0,0,0,2,"Wu, Yu-Ching",3.49,A-,0.57,0.1,Wu
236,ACCY,302,31,56,60,59,63,37,19,5,1,0,0,1,2,0,"Samet, Jordan A",3.32,B+,0.57,0.4,Samet
237,ACCY,302,4,8,16,12,4,2,0,8,0,0,0,0,0,0,"Hudgins, Ryan M",3.33,A-,0.65,0.0,Hudgins
238,ACCY,302,7,43,24,38,27,11,6,1,0,0,0,0,0,0,"Sandretto, Michael J",3.45,B+,0.5,-0.07,Sandretto
239,ACCY,302,1,9,12,9,4,0,1,0,0,0,0,0,0,0,"Wang, Jundong",3.56,A-,0.38,0.06,Wang
240,ACCY,302,2,7,16,4,6,6,5,0,0,0,1,0,0,0,"Shin, Jae Yong",3.29,A-,0.64,-0.37,Shin
241,ACCY,302,0,6,3,3,9,0,1,0,0,0,1,0,0,0,"Chatterton, Angel",3.28,B+,0.67,0.39,Chatterton
242,ACCY,302,4,5,8,8,4,1,0,0,0,0,0,0,0,0,"Zhang, Zheng",3.56,A-,0.38,-0.04,Zhang
243,ACCY,302,45,153,173,113,70,46,19,12,8,4,5,1,3,1,"Curtis, Susan M",3.42,A-,0.61,0.52,Curtis
244,ACCY,303,122,232,118,89,82,64,42,27,22,6,4,16,6,0,"Schwartz, Rachel",3.34,A-,0.79,0.29,Schwartz
245,ACCY,303,25,64,43,17,4,5,1,0,0,0,0,0,0,1,"Wang, Jundong",3.76,A,0.34,0.15,Wang
246,ACCY,303,6,18,44,11,5,2,1,0,0,0,0,0,0,0,"Elliott, W B",3.64,A-,0.34,-0.06,Elliott
247,ACCY,303,3,20,17,14,24,8,2,0,2,0,1,0,0,0,"Li, Siyi",3.33,B+,0.59,-0.3,Li
248,ACCY,303,29,151,158,106,126,58,19,23,5,4,2,4,2,0,"Brown, Timothy J",3.34,B+,0.62,0.7,Brown
249,ACCY,303,12,15,10,5,2,0,0,0,0,0,0,0,0,0,"Keshk, Walied E",3.8,A,0.29,0.85,Keshk
250,ACCY,303,53,39,20,26,13,7,10,6,7,5,3,1,3,0,"Pachera, Susan",3.33,A-,0.82,0.13,Pachera
251,ACCY,303,1,16,8,12,5,6,1,1,0,0,1,0,2,0,"Ibrahim, Adel Nematallah",3.28,B+,0.62,0.63,Ibrahim
252,ACCY,303,35,72,62,80,50,28,21,13,4,0,2,1,2,5,"Li, Yue",3.33,B+,0.63,0.85,Li
253,ACCY,303,0,13,9,13,11,8,0,4,0,0,0,0,0,0,"Polinski, Paul W",3.29,B+,0.57,-0.23,Polinski
254,ACCY,303,114,60,50,44,49,27,23,14,8,10,4,5,8,2,"Godsell, David",3.27,A-,0.81,0.63,Godsell
255,ACCY,303,1,2,9,9,5,0,2,1,0,0,0,0,0,0,"Stern, Matthew T",3.33,B+,0.48,-0.2,Stern
256,ACCY,303,16,108,28,18,32,18,8,9,7,3,4,3,7,1,"Hamm, Brian K",3.3,A-,0.81,-0.63,Hamm
257,ACCY,303,57,86,107,88,84,38,43,16,19,12,6,10,1,3,"Zhu, Wei",3.18,B+,0.8,-0.73,Zhu
258,ACCY,303,6,28,18,20,8,2,0,0,0,0,0,0,0,0,"Arikan, Ozlem",3.63,A-,0.37,0.58,Arikan
259,ACCY,303,37,182,248,326,133,73,28,22,15,6,7,11,3,3,"Li, Wei",3.32,B+,0.62,0.32,Li
260,ACCY,303,19,47,16,16,12,13,7,10,5,3,1,1,0,0,"Mendoza, Scott A",3.31,A-,0.82,0.6,Mendoza
261,ACCY,303,1,7,10,4,6,3,2,0,0,0,0,0,0,0,"Sandretto, Michael J",3.41,A-,0.51,0.05,Sandretto
262,ACCY,304,9,17,12,13,17,5,0,7,1,0,0,0,0,0,"Dahle, Andrew J",3.35,B+,0.63,0.7,Dahle
263,ACCY,304,4,25,35,29,54,27,12,2,2,1,0,0,1,0,"Smith, Steven",3.19,B,0.54,0.28,Smith
264,ACCY,304,1,12,21,14,19,7,2,2,0,0,0,0,0,0,"Black, William H",3.33,B+,0.49,0.53,Black
265,ACCY,304,0,4,8,12,6,4,0,0,0,0,0,0,0,0,"Estep, Cassandra R",3.35,B+,0.39,0.4,Estep
266,ACCY,304,0,112,57,41,61,20,5,9,7,0,0,1,1,1,"Williamson, Michael",3.41,A-,0.61,0.42,Williamson
267,ACCY,304,1,181,119,121,120,46,25,23,4,2,7,2,4,0,"Wang, Wei",3.32,B+,0.64,0.1,Wang
268,ACCY,304,0,22,58,54,20,2,0,0,2,0,0,0,2,0,"Leiby, Justin",3.43,A-,0.37,0.17,Leiby
269,ACCY,304,12,17,5,1,0,0,0,0,0,0,0,0,0,0,"Feller, Anita L",3.93,A,0.15,0.25,Feller
270,ACCY,304,10,23,21,6,8,1,1,3,0,0,0,0,2,0,"Zhang, Zheng",3.52,A-,0.51,0.14,Zhang
271,ACCY,304,82,236,257,220,154,86,35,9,8,0,0,2,2,1,"Wu, Martin G",3.44,A-,0.52,0.08,Wu
272,ACCY,304,8,74,99,155,67,17,6,13,2,2,3,0,2,0,"Vance, Thomas W",3.35,B+,0.52,-0.53,Vance
273,ACCY,304,30,11,25,37,52,23,7,10,0,0,0,0,0,0,"Bol, Jasmijn C",3.24,B+,0.56,-0.49,Bol
274,ACCY,304,11,169,90,132,99,33,26,13,16,5,7,4,2,1,"Koo, Seung Hyun",3.3,B+,0.7,-0.14,Koo
275,ACCY,304,30,43,84,43,53,51,2,9,4,0,2,1,2,0,"Fan, Qintao",3.3,B+,0.6,-0.06,Fan
276,ACCY,304,6,101,35,36,41,6,6,4,3,0,1,1,0,0,"Kink, Dawn M",3.52,A-,0.59,-0.1,Kink
277,ACCY,304,26,95,74,73,72,24,10,13,4,3,2,1,6,0,"Hayne, Christie",3.33,B+,0.62,0.51,Hayne
278,ACCY,312,3,107,4,23,74,1,6,20,1,0,2,0,5,2,"Holder, Charles B",3.31,B+,0.68,-0.43,Holder
279,ACCY,312,36,35,39,43,52,30,6,6,0,0,0,0,0,1,"Vuong, Anh",3.37,B+,0.54,-0.26,Vuong
280,ACCY,312,18,100,102,85,101,45,25,15,4,2,5,0,0,4,"Bauer, Andrew M",3.3,B+,0.62,0.07,Bauer
281,ACCY,312,52,87,166,157,95,63,29,27,11,12,5,8,3,3,"Donohoe, Michael P",3.23,B+,0.7,-0.38,Donohoe
